TXNAME,TXNAME*GENEID
NM_001184529.1,NM_001184529.1*EGO2
NM_001180034.1,NM_001180034.1*PTC6
NM_001178787.1,NM_001178787.1*SRB8
NM_001178788.1,NM_001178788.1*AHC2
NM_001178789.1,NM_001178789.1*TRX3
NM_001348897.1,NM_001348897.1*YCR085W
NM_001178792.1,NM_001178792.1*CSM1
NM_001178794.1,NM_001178794.1*ABP1
NM_001178795.1,NM_001178795.1*FIG2
NM_001178797.2,NM_001178797.2*KIN82
NM_001178799.1,NM_001178799.1*CDC39
NM_001178800.1,NM_001178800.1*CDC50
NM_001184674.1,NM_001184674.1*YCR095W-A
NM_001178804.1,NM_001178804.1*HMRA1
rna-tT(AGU)C,rna-tT(AGU)C*tT(AGU)C
NM_001178811.1,NM_001178811.1*PAU3
NM_001178812.1,NM_001178812.1*ADH7
NM_001178813.1,NM_001178813.1*RDS1
NM_001178814.1,NM_001178814.1*AAD3
NM_001178711.1,NM_001178711.1*GEX1
NM_001178709.1,NM_001178709.1*YCL068C
NM_001178708.1,NM_001178708.1*HMLALPHA2
NM_001178706.1,NM_001178706.1*CHA1
NM_001178704.1,NM_001178704.1*MRC1
NM_001178703.1,NM_001178703.1*KRR1
NM_001178702.1,NM_001178702.1*FYV5
NM_001184448.1,NM_001184448.1*MIC10
NM_001178700.1,NM_001178700.1*PEX34
NM_001178697.1,NM_001178697.1*PBN1
NM_001178695.1,NM_001178695.1*APA1
NM_001178694.1,NM_001178694.1*YCL049C
NM_001178692.1,NM_001178692.1*POF1
NM_001178690.1,NM_001178690.1*EMC1
NM_001178689.1,NM_001178689.1*MGR1
NM_001178688.1,NM_001178688.1*PDI1
NM_001178683.1,NM_001178683.1*ATG22
NM_001178682.1,NM_001178682.1*SRO9
NM_001178680.1,NM_001178680.1*GRX1
NM_001178678.1,NM_001178678.1*MXR2
NM_001178676.1,NM_001178676.1*RRP7
NM_001178675.1,NM_001178675.1*HIS4
NM_001178674.1,NM_001178674.1*BIK1
NM_001184449.1,NM_001184449.1*HBN1
NM_001178713.1,NM_001178713.1*FRM2
NM_001178671.1,NM_001178671.1*AGP1
rna-tE(UUC)C,rna-tE(UUC)C*tE(UUC)C
NM_001178664.1,NM_001178664.1*NFS1
NM_001178663.1,NM_001178663.1*DCC1
NM_001184672.1,NM_001184672.1*YCL012C
NM_001178660.1,NM_001178660.1*GBP2
NM_001178659.1,NM_001178659.1*SGF29
NM_001178658.1,NM_001178658.1*ILV6
NM_001178657.1,NM_001178657.1*STP22
NR_132155.1,NR_132155.1*snR43
NM_001178652.2,NM_001178652.2*YCL002C
NM_001178715.1,NM_001178715.1*CDC10
NM_001178717.1,NM_001178717.1*YCP4
NM_001178718.1,NM_001178718.1*CIT2
NM_001348894.1,NM_001348894.1*YCR006C
rna-tP(AGG)C,rna-tP(AGG)C*SUF2
NM_001178720.1,NM_001178720.1*YCR007C
NM_001178722.1,NM_001178722.1*RVS161
NM_001178723.1,NM_001178723.1*ADY2
NM_001178724.1,NM_001178724.1*ADP1
NM_001178727.1,NM_001178727.1*POL4
NM_001178728.1,NM_001178728.1*CTO1
NR_132156.1,NR_132156.1*snR33
rna-tG(GCC)C,rna-tG(GCC)C*SUF16
NM_001178730.1,NM_001178730.1*CWH43
NM_001178731.1,NM_001178731.1*SRD1
rna-tK(CUU)C,rna-tK(CUU)C*tK(CUU)C
NM_001178733.1,NM_001178733.1*PET18
NM_001178734.1,NM_001178734.1*MAK31
NM_001178735.1,NM_001178735.1*HSP30
NM_001348895.1,NM_001348895.1*YCR022C
NM_001178737.1,NM_001178737.1*YCR023C
NM_001178738.1,NM_001178738.1*SLM5
NM_001184645.1,NM_001184645.1*YCR024C-B
NM_001178739.1,NM_001178739.1*PMP1
NM_001348896.1,NM_001348896.1*YCR025C
NM_001178741.1,NM_001178741.1*NPP1
NM_001178742.1,NM_001178742.1*RHB1
rna-tQ(UUG)C,rna-tQ(UUG)C*tQ(UUG)C
NM_001178743.1,NM_001178743.1*FEN2
NM_001184315.1,NM_001184315.1*RIM1
NM_001178744.1,NM_001178744.1*SYP1
NM_001178745.1,NM_001178745.1*RPS14A
NR_132158.1,NR_132158.1*snR189
NM_001178749.1,NM_001178749.1*RRP43
NM_001178751.1,NM_001178751.1*PHO87
NM_001178752.1,NM_001178752.1*BUD5
NM_001178753.1,NM_001178753.1*MATALPHA2
NM_001178756.1,NM_001178756.1*TAF2
NM_001178757.1,NM_001178757.1*YCR043C
NM_001178758.1,NM_001178758.1*PER1
NM_001178759.1,NM_001178759.1*RRT12
NM_001178760.1,NM_001178760.1*IMG1
NM_001178761.1,NM_001178761.1*BUD23
NM_001178764.1,NM_001178764.1*YCR050C
NM_001178768.1,NM_001178768.1*CTR86
NM_001178769.1,NM_001178769.1*PWP2
NM_001178770.1,NM_001178770.1*YIH1
NM_001178778.1,NM_001178778.1*SED4
NM_001178781.1,NM_001178781.1*IMG2
NM_001178782.1,NM_001178782.1*RSA4
NM_001178783.1,NM_001178783.1*SSK22
NM_001178784.1,NM_001178784.1*ERS1
NM_001178785.1,NM_001178785.1*FUB1
NM_001178786.2,NM_001178786.2*PAT1
NM_001178790.1,NM_001178790.1*TUP1
NM_001184316.1,NM_001184316.1*YCR087C-A
NM_001178796.1,NM_001178796.1*YCR090C
NM_001178798.1,NM_001178798.1*MSH3
NM_001178801.1,NM_001178801.1*OCA4
NM_001178802.1,NM_001178802.1*HMRA2
NM_001178805.1,NM_001178805.1*GIT1
NM_001178806.1,NM_001178806.1*YCR099C
NM_001178807.1,NM_001178807.1*YCR100C
NM_001178808.1,NM_001178808.1*YCR101C
NM_001178809.1,NM_001178809.1*YCR102C
NM_001184543.1,NM_001184543.1*YCR108C
NM_001180308.1,NM_001180308.1*COS7
NM_001180307.1,NM_001180307.1*MPH2
NM_001180304.1,NM_001180304.1*THI13
NM_001348898.1,NM_001348898.1*YDL242W
NM_001180301.1,NM_001180301.1*YDL241W
NM_001180300.2,NM_001180300.2*LRG1
NM_001180297.2,NM_001180297.2*AIM6
NM_001180296.1,NM_001180296.1*PHO13
NM_001180293.1,NM_001180293.1*MFG1
NM_001180292.1,NM_001180292.1*OST4
NM_001180290.1,NM_001180290.1*PTP1
NM_001180289.1,NM_001180289.1*SSB1
NM_001180285.1,NM_001180285.1*SHS1
NM_001180279.1,NM_001180279.1*DTD1
NM_001180278.1,NM_001180278.1*YDL218W
NM_001180272.1,NM_001180272.1*SHR3
rna-tG(GCC)D1,rna-tG(GCC)D1*tG(GCC)D1
NM_001180270.1,NM_001180270.1*UGA4
NM_001180268.1,NM_001180268.1*NHP2
NM_001180267.1,NM_001180267.1*GLE1
NM_001180266.1,NM_001180266.1*YDL206W
NM_001180264.1,NM_001180264.1*RTN2
NM_001180262.1,NM_001180262.1*MRPL11
NM_001180261.1,NM_001180261.1*TRM8
NM_001180255.2,NM_001180255.2*SEC31
NM_001180254.1,NM_001180254.1*SNF3
NM_001180253.1,NM_001180253.1*NUS1
NM_001180252.1,NM_001180252.1*ARF1
NM_001180196.2,NM_001180196.2*RPL35A
NM_001180249.1,NM_001180249.1*RBS1
NM_001180246.1,NM_001180246.1*YDL186W
NM_001180245.1,NM_001180245.1*VMA1
NM_001180242.1,NM_001180242.1*LYS20
NM_001180241.1,NM_001180241.1*INH1
NM_001180240.1,NM_001180240.1*YDL180W
NM_001180239.1,NM_001180239.1*PCL9
NM_001180238.1,NM_001180238.1*DLD2
NM_001180236.1,NM_001180236.1*YDL176W
NM_001180233.1,NM_001180233.1*PAR32
NM_001180230.1,NM_001180230.1*UGA3
NM_001180228.1,NM_001180228.1*SFA1
NM_001180225.1,NM_001180225.1*CDC36
NM_001180221.1,NM_001180221.1*ENT1
NM_001184465.1,NM_001184465.1*YDL159W-A
NM_001180219.1,NM_001180219.1*STE7
NM_001180216.1,NM_001180216.1*CMR1
NM_001180215.1,NM_001180215.1*CLB3
NM_001180214.1,NM_001180214.1*MSH5
NM_001180210.1,NM_001180210.1*RPC53
NM_001180209.1,NM_001180209.1*ATG9
NM_001180207.1,NM_001180207.1*RPN5
NM_001180206.1,NM_001180206.1*LDB17
NM_001180203.1,NM_001180203.1*CCT4
NM_001180201.1,NM_001180201.1*BPL1
NM_001180198.1,NM_001180198.1*RGT2
NM_001180197.1,NM_001180197.1*ARF2
NM_001180251.2,NM_001180251.2*RPL35B
NM_001180192.1,NM_001180192.1*SRF1
NM_001180191.1,NM_001180191.1*CDC53
NM_001180190.1,NM_001180190.1*LYS21
NM_001184325.1,NM_001184325.1*STF1
NM_001180189.1,NM_001180189.1*RPP1B
NM_001180188.1,NM_001180188.1*YDL129W
NM_001180187.1,NM_001180187.1*VCX1
NM_001180186.1,NM_001180186.1*PCL2
NM_001180183.1,NM_001180183.1*YDL124W
NM_001180182.1,NM_001180182.1*SNA4
NM_001180181.1,NM_001180181.1*UBP1
NM_001180179.1,NM_001180179.1*YFH1
NM_001180176.1,NM_001180176.1*CYK3
NM_001180175.1,NM_001180175.1*NUP84
NM_001180173.1,NM_001180173.1*YDL114W
NM_001180171.1,NM_001180171.1*TRM3
NM_001180167.1,NM_001180167.1*KIN28
NM_001180166.1,NM_001180166.1*MSS2
NM_001180164.1,NM_001180164.1*NSE4
NM_001180161.2,NM_001180161.2*POL3
NM_001180158.1,NM_001180158.1*BUG1
NM_001180154.1,NM_001180154.1*PMT1
NM_001180152.1,NM_001180152.1*PMT5
NM_001180151.1,NM_001180151.1*SRP14
NM_001180148.1,NM_001180148.1*NUR1
NM_001180145.1,NM_001180145.1*YDL086W
NM_001180144.1,NM_001180144.1*NDE2
NM_001180143.1,NM_001180143.1*SUB2
NM_001180141.1,NM_001180141.1*RPL13A
NM_001180134.1,NM_001180134.1*RPL31A
NM_001180132.1,NM_001180132.1*AHK1
NM_001180129.1,NM_001180129.1*BDF2
NM_001180125.1,NM_001180125.1*IDP1
NM_001180123.1,NM_001180123.1*UBC9
NM_001180119.1,NM_001180119.1*TSR1
NM_001180117.1,NM_001180117.1*USO1
NM_001180116.1,NM_001180116.1*YDL057W
NM_001180115.1,NM_001180115.1*MBP1
rna-tK(UUU)D,rna-tK(UUU)D*tK(UUU)D
NM_001180110.1,NM_001180110.1*LHP1
NM_001180106.1,NM_001180106.1*SIT4
NM_001180105.1,NM_001180105.1*NPC2
NM_001184304.1,NM_001184304.1*MRP10
NM_001180090.2,NM_001180090.2*DBP10
NM_001180089.1,NM_001180089.1*PRP9
NM_001180088.1,NM_001180088.1*ARP2
rna-tA(AGC)D,rna-tA(AGC)D*tA(AGC)D
NM_001180081.1,NM_001180081.1*GPD1
NM_001180080.1,NM_001180080.1*GPM2
NM_001180076.3,NM_001180076.3*CDC7
NM_001180073.1,NM_001180073.1*NOP1
NM_001180072.3,NM_001180072.3*SLX5
NM_001180069.1,NM_001180069.1*GRX6
NM_001180067.3,NM_001180067.3*APC11
rna-tS(AGA)D1,rna-tS(AGA)D1*tS(AGA)D1
NM_001180066.1,NM_001180066.1*RPT2
NM_001180065.3,NM_001180065.3*PTC1
NM_001180063.1,NM_001180063.1*ATP16
NM_001180062.1,NM_001180062.1*MCD1
NM_001180060.3,NM_001180060.3*RMD1
NM_001180310.1,NM_001180310.1*YRB1
NM_001180311.3,NM_001180311.3*RCR2
NM_001184646.3,NM_001184646.3*YDR003W-A
NM_001180312.1,NM_001180312.1*RAD57
NM_001180315.3,NM_001180315.3*TRP1
NM_001180317.1,NM_001180317.1*GAL3
NM_001180319.1,NM_001180319.1*SNQ2
NM_001180320.3,NM_001180320.3*RPL4B
NM_001180321.3,NM_001180321.3*PSF1
NM_001180322.1,NM_001180322.1*RAD61
NM_001184688.1,NM_001184688.1*HED1
NM_001180329.3,NM_001180329.3*FAL1
NM_001180331.1,NM_001180331.1*SES1
NM_001180333.3,NM_001180333.3*RPS11A
NM_001348809.1,NM_001348809.1*YDR029W
NM_001180339.3,NM_001180339.3*MIX14
NM_001180341.1,NM_001180341.1*MRH1
rna-tL(UAA)D,rna-tL(UAA)D*tL(UAA)D
rna-tQ(UUG)D1,rna-tQ(UUG)D1*tQ(UUG)D1
NM_001184327.3,NM_001184327.3*YDR034W-B
NM_001180343.3,NM_001180343.3*ARO3
NM_001180345.1,NM_001180345.1*KRS1
NM_001180349.1,NM_001180349.1*RSM10
NM_001180352.1,NM_001180352.1*HEM13
NM_001180355.3,NM_001180355.3*HEM12
NM_001180357.1,NM_001180357.1*VMS1
NM_001180363.1,NM_001180363.1*PST1
NM_001180365.3,NM_001180365.3*YOS9
rna-tR(UCU)D,rna-tR(UCU)D*tR(UCU)D
rna-tD(GUC)D,rna-tD(GUC)D*tD(GUC)D
NM_001180368.3,NM_001180368.3*MAK21
NM_001180369.3,NM_001180369.3*YDR061W
NM_001180370.1,NM_001180370.1*LCB2
NM_001180371.1,NM_001180371.1*AIM7
NM_001180372.3,NM_001180372.3*RPS13
NM_001180373.3,NM_001180373.3*RRG1
NM_001180376.3,NM_001180376.3*DOS2
NM_001180381.3,NM_001180381.3*SNF11
NM_001180382.1,NM_001180382.1*TPS2
NM_001180383.1,NM_001180383.1*PPH3
NM_001180384.3,NM_001180384.3*RAD55
NM_001180385.3,NM_001180385.3*SED1
NM_001180387.1,NM_001180387.1*PET100
NM_001180388.3,NM_001180388.3*VPS41
NM_001180390.1,NM_001180390.1*STN1
NM_001180391.3,NM_001180391.3*RRP8
NM_001180397.1,NM_001180397.1*VTC5
NM_001180400.3,NM_001180400.3*UBC13
NM_001180401.1,NM_001180401.1*DNF2
NM_001180404.1,NM_001180404.1*GIS1
NM_001180407.3,NM_001180407.3*BMH2
NM_001180408.3,NM_001180408.3*TVP15
NM_001180411.1,NM_001180411.1*STE5
NM_001180414.1,NM_001180414.1*ARP10
NM_001180416.3,NM_001180416.3*TRS85
NM_001180418.1,NM_001180418.1*FOB1
NM_001180423.1,NM_001180423.1*MRX14
NM_001180426.3,NM_001180426.3*APC4
NM_001180427.1,NM_001180427.1*VBA4
NM_001184681.1,NM_001184681.1*COX26
NM_001180429.3,NM_001180429.3*DPB4
NM_001180430.1,NM_001180430.1*KIN1
NM_001180432.3,NM_001180432.3*YDR124W
NM_001180434.1,NM_001180434.1*SWF1
NM_001180435.1,NM_001180435.1*ARO1
NM_001180436.3,NM_001180436.3*MTC5
NM_001180444.1,NM_001180444.1*RGP1
NM_001180445.1,NM_001180445.1*HPR1
NM_001180447.3,NM_001180447.3*MTQ2
NM_001180452.1,NM_001180452.1*TAF12
NM_001180454.3,NM_001180454.3*EKI1
NM_001180457.1,NM_001180457.1*NUM1
NM_001180459.3,NM_001180459.3*GIR2
NM_001180463.1,NM_001180463.1*RPA14
NM_001348811.1,NM_001348811.1*YDR157W
NM_001180465.3,NM_001180465.3*HOM2
NM_001180466.3,NM_001180466.3*SAC3
NM_001180467.1,NM_001180467.1*SSY1
NM_001180468.1,NM_001180468.1*ACL4
NM_001180470.3,NM_001180470.3*CWC15
NM_001180472.1,NM_001180472.1*TRM82
NM_001180474.3,NM_001180474.3*TAF10
NM_001180475.1,NM_001180475.1*CDC37
NM_001184320.1,NM_001184320.1*YDR170W-A
NM_001180478.1,NM_001180478.1*HSP42
NM_001180479.3,NM_001180479.3*SUP35
NM_001180481.1,NM_001180481.1*HMO1
NM_001180483.3,NM_001180483.3*NGG1
NM_001180484.3,NM_001180484.3*UBC1
NM_001180485.1,NM_001180485.1*SDH4
NM_001180487.3,NM_001180487.3*NVJ3
NM_001180488.3,NM_001180488.3*SCC2
NM_001180490.1,NM_001180490.1*CDC1
NM_001184545.3,NM_001184545.3*YDR182W-A
NM_001180491.3,NM_001180491.3*PLP1
NM_001180496.3,NM_001180496.3*CCT6
NM_001180497.1,NM_001180497.1*SLY1
NM_001180499.3,NM_001180499.3*HST4
NM_001184546.1,NM_001184546.1*YDR194W-A
NM_001180503.3,NM_001180503.3*REF2
NM_001180505.1,NM_001180505.1*CBS2
NM_001180509.3,NM_001180509.3*SPC19
NM_001180512.1,NM_001180512.1*COQ4
NM_001180513.3,NM_001180513.3*MSC2
NM_001180514.3,NM_001180514.3*EBS1
NM_001180516.1,NM_001180516.1*MSS4
NM_001180518.3,NM_001180518.3*YDR210W
NM_001184418.1,NM_001184418.1*YDR210W-A
NM_001184419.4,NM_001184419.4*YDR210W-B
rna-tI(UAU)D,rna-tI(UAU)D*tI(UAU)D
NM_001180519.3,NM_001180519.3*GCD6
NM_001180520.1,NM_001180520.1*TCP1
NM_001180521.1,NM_001180521.1*UPC2
NM_001180522.3,NM_001180522.3*AHA1
NM_001180524.3,NM_001180524.3*ADR1
NM_001180529.3,NM_001180529.3*GTB1
NM_001180530.1,NM_001180530.1*YDR222W
NM_001180531.1,NM_001180531.1*CRF1
NM_001180533.3,NM_001180533.3*HTA1
NM_001180534.1,NM_001180534.1*ADK1
NM_001180535.1,NM_001180535.1*SIR4
NM_001180537.3,NM_001180537.3*IVY1
NM_001180540.1,NM_001180540.1*HEM1
NM_001180542.3,NM_001180542.3*LYS4
NM_001180543.1,NM_001180543.1*PRP42
NM_001180545.3,NM_001180545.3*MRPL7
rna-tY(GUA)D,rna-tY(GUA)D*SUP2
NM_001180550.3,NM_001180550.3*AMD2
NM_001180552.1,NM_001180552.1*PEX5
NM_001180553.1,NM_001180553.1*MNN10
NM_001180554.3,NM_001180554.3*TRS23
NM_001184547.3,NM_001184547.3*YDR246W-A
NM_001180555.1,NM_001180555.1*VHS1
NM_001180559.3,NM_001180559.3*PAM1
NM_001180560.1,NM_001180560.1*BTT1
NM_001180562.3,NM_001180562.3*CHL4
NM_001184422.3,NM_001184422.3*YDR261W-A
NM_001184423.4,NM_001184423.4*YDR261W-B
rna-tG(GCC)D2,rna-tG(GCC)D2*tG(GCC)D2
NM_001180570.3,NM_001180570.3*YDR262W
NM_001180573.1,NM_001180573.1*PEX10
NM_001180576.1,NM_001180576.1*MSW1
NM_001180578.1,NM_001180578.1*CCC2
NM_001180580.3,NM_001180580.3*GLO2
NM_001180581.3,NM_001180581.3*DON1
NM_001180583.1,NM_001180583.1*BSC2
NM_001180587.3,NM_001180587.3*RNH202
NM_001180588.1,NM_001180588.1*RRP45
NM_001180593.1,NM_001180593.1*ZIP1
NM_001180595.3,NM_001180595.3*INM2
NM_001180596.1,NM_001180596.1*NSE3
NM_001180599.3,NM_001180599.3*HRQ1
NM_001180604.3,NM_001180604.3*MHR1
NM_001180605.1,NM_001180605.1*SUR2
NM_001180607.3,NM_001180607.3*BFR2
NM_001180609.1,NM_001180609.1*CFT1
NM_001180610.1,NM_001180610.1*GPI11
NM_001180615.3,NM_001180615.3*PMT7
NM_001180619.3,NM_001180619.3*TFB1
NM_001180620.3,NM_001180620.3*SSF2
NM_001180624.3,NM_001180624.3*OMS1
NM_001184424.1,NM_001184424.1*YDR316W-A
NM_001184425.2,NM_001184425.2*YDR316W-B
NM_001180625.3,NM_001180625.3*HIM1
NM_001180626.3,NM_001180626.3*MCM21
NM_001180629.3,NM_001180629.3*ASP1
NM_001180630.1,NM_001180630.1*MRPL35
NM_001180633.1,NM_001180633.1*YCG1
NM_001180638.1,NM_001180638.1*UBX5
NM_001180639.1,NM_001180639.1*GPI8
NM_001180640.3,NM_001180640.3*IRC3
NM_001180642.1,NM_001180642.1*SWR1
NM_001180643.1,NM_001180643.1*MSN5
NM_001180644.3,NM_001180644.3*MRX8
NM_001180645.3,NM_001180645.3*MRPS28
NM_001180655.3,NM_001180655.3*MRP1
rna-tM(CAU)D,rna-tM(CAU)D*EMT1
NM_001180659.3,NM_001180659.3*SBE2
NM_001180660.1,NM_001180660.1*YPQ2
NM_001180661.1,NM_001180661.1*TRR1
NM_001180662.3,NM_001180662.3*TRP4
NM_001180664.3,NM_001180664.3*SPC110
NM_001180666.1,NM_001180666.1*GGA1
NM_001180671.1,NM_001180671.1*ESC2
rna-tK(CUU)D1,rna-tK(CUU)D1*tK(CUU)D1
NM_001184328.3,NM_001184328.3*SEM1
NM_001184426.3,NM_001184426.3*YDR365W-A
NM_001184427.2,NM_001184427.2*YDR365W-B
NM_001180675.1,NM_001180675.1*KEI1
NM_001180676.1,NM_001180676.1*YPR1
NM_001180679.1,NM_001180679.1*CTS2
NM_001180681.3,NM_001180681.3*FRQ1
NM_001184680.1,NM_001184680.1*WIP1
NM_001180684.3,NM_001180684.3*ARH1
NM_001180685.3,NM_001180685.3*ATP17
NM_001180687.1,NM_001180687.1*RGA2
NM_001180688.3,NM_001180688.3*ARO10
NM_001180689.1,NM_001180689.1*YRA1
NM_001180690.3,NM_001180690.3*RPP2B
NM_001180693.1,NM_001180693.1*EFT2
NM_001180694.3,NM_001180694.3*MUS81
NM_001180696.1,NM_001180696.1*RVS167
NM_001180697.1,NM_001180697.1*SAC7
NM_001180700.1,NM_001180700.1*SPT3
NM_001180701.1,NM_001180701.1*SHE9
NM_001180702.3,NM_001180702.3*RPT3
NM_001180703.3,NM_001180703.3*SXM1
NM_001180706.1,NM_001180706.1*UTP5
NM_001180707.3,NM_001180707.3*HPT1
NM_001180708.3,NM_001180708.3*URH1
NM_001180711.1,NM_001180711.1*DIT1
NM_001180713.3,NM_001180713.3*MRP20
NM_001180714.1,NM_001180714.1*PDR15
NM_001180717.3,NM_001180717.3*SIZ1
NM_001180720.3,NM_001180720.3*RRP17
NM_001180724.1,NM_001180724.1*SYF1
NM_001180726.3,NM_001180726.3*RPL12B
NM_001180727.3,NM_001180727.3*RAD30
rna-tS(AGA)D3,rna-tS(AGA)D3*tS(AGA)D3
NM_001180728.1,NM_001180728.1*HKR1
NM_001180729.1,NM_001180729.1*ARO80
NM_001180733.1,NM_001180733.1*SNX41
NM_001180735.3,NM_001180735.3*RPN9
NM_001180740.3,NM_001180740.3*NPL3
NM_001180742.3,NM_001180742.3*GPI17
NM_001180744.1,NM_001180744.1*PPZ2
NM_001180745.3,NM_001180745.3*GPI19
NM_001180746.3,NM_001180746.3*THI74
NM_001180747.1,NM_001180747.1*LRS4
NM_001180748.1,NM_001180748.1*DOT1
NM_001180752.1,NM_001180752.1*YDR444W
NM_001180754.1,NM_001180754.1*ECM11
NM_001180756.3,NM_001180756.3*ADA2
NM_001180758.1,NM_001180758.1*RPS18A
NM_001180760.3,NM_001180760.3*PPN1
NM_001180764.3,NM_001180764.3*NHX1
NM_001180765.3,NM_001180765.3*TOM1
NM_001180768.3,NM_001180768.3*TFB3
NM_001180769.3,NM_001180769.3*MFA1
NM_001180770.1,NM_001180770.1*MRPL28
NM_001180771.3,NM_001180771.3*STP1
NM_001180772.3,NM_001180772.3*SPP41
NM_001180774.1,NM_001180774.1*PKH3
NM_001180777.3,NM_001180777.3*SDC1
NM_001180779.1,NM_001180779.1*RPL27B
NR_132161.1,NR_132161.1*snR13
NM_001180780.3,NM_001180780.3*TRS31
NM_001180785.3,NM_001180785.3*SNF1
NM_001180786.3,NM_001180786.3*SNM1
NM_001180788.1,NM_001180788.1*DIG2
NM_001180791.1,NM_001180791.1*KRE2
NM_001180792.1,NM_001180792.1*VPS52
NM_001180797.3,NM_001180797.3*SLD5
NM_001180800.1,NM_001180800.1*IZH1
NM_001180801.1,NM_001180801.1*MZM1
NM_001180802.3,NM_001180802.3*RSM28
NM_001180807.3,NM_001180807.3*LCD1
NM_001180809.1,NM_001180809.1*PLM2
NM_001180818.1,NM_001180818.1*SMT3
NM_001180819.3,NM_001180819.3*SDH7
NM_001180821.1,NM_001180821.1*GRX2
NM_001180823.3,NM_001180823.3*SLF1
NM_001180825.1,NM_001180825.1*GRH1
NM_001180826.1,NM_001180826.1*EUG1
NM_001180827.3,NM_001180827.3*FPR2
NM_001184632.3,NM_001184632.3*YDR524W-C
NM_001348819.1,NM_001348819.1*API2
NM_001184329.1,NM_001184329.1*SNA2
NM_001180835.4,NM_001180835.4*RBA50
NM_001180836.3,NM_001180836.3*HLR1
NM_001180839.3,NM_001180839.3*CAB1
NM_001180844.3,NM_001180844.3*STL1
NM_001180846.3,NM_001180846.3*PAD1
NM_001180847.1,NM_001180847.1*FDC1
NM_001180850.3,NM_001180850.3*PAU10
NM_001180853.1,NM_001180853.1*YRF1-1
NM_001180306.1,NM_001180306.1*SOR2
NM_001180305.1,NM_001180305.1*HXT15
NM_001180303.1,NM_001180303.1*AAD4
NM_001180299.2,NM_001180299.2*ADY3
NM_001180298.1,NM_001180298.1*GUD1
NM_001180295.1,NM_001180295.1*YPD1
NM_001180294.1,NM_001180294.1*GYP7
NM_001180291.1,NM_001180291.1*BRE4
NM_001180287.1,NM_001180287.1*HO
NM_001180286.1,NM_001180286.1*GCS1
NM_001180284.1,NM_001180284.1*WHI4
NM_001180283.1,NM_001180283.1*HBT1
NM_001180282.1,NM_001180282.1*FMP45
NM_001180280.1,NM_001180280.1*CDC13
NM_001180277.1,NM_001180277.1*TIM22
NM_001180276.1,NM_001180276.1*RRI1
NM_001180275.1,NM_001180275.1*GDH2
NM_001180274.1,NM_001180274.1*PRR2
NM_001180273.1,NM_001180273.1*NOP6
NM_001180271.1,NM_001180271.1*YDL211C
NM_001180269.1,NM_001180269.1*CWC2
NM_001180265.1,NM_001180265.1*HEM3
NM_001180263.1,NM_001180263.1*ACK1
NM_001180260.1,NM_001180260.1*MGT1
NM_001180259.1,NM_001180259.1*YDL199C
NM_001180258.1,NM_001180258.1*GGC1
NM_001180257.1,NM_001180257.1*ASF2
NM_001180250.2,NM_001180250.2*UFD2
NM_001180248.1,NM_001180248.1*PPH22
NM_001180244.1,NM_001180244.1*RPL41A
NM_001180243.1,NM_001180243.1*YDL183C
NM_001180237.1,NM_001180237.1*YDL177C
NM_001180235.1,NM_001180235.1*AIR2
NM_001180234.1,NM_001180234.1*DLD1
NM_001180231.1,NM_001180231.1*GLT1
NM_001180229.1,NM_001180229.1*UGX2
NM_001180227.1,NM_001180227.1*NRP1
NM_001180226.1,NM_001180226.1*FAP7
NM_001180224.1,NM_001180224.1*CDC9
NM_001184530.1,NM_001184530.1*MHF2
NM_001180220.1,NM_001180220.1*DHH1
NM_001180217.1,NM_001180217.1*YDL157C
NM_001180213.1,NM_001180213.1*SAS10
NM_001180208.1,NM_001180208.1*NOP14
NM_001180205.1,NM_001180205.1*COP1
NM_001180204.1,NM_001180204.1*YDL144C
NM_001180202.1,NM_001180202.1*CRD1
NM_001180200.1,NM_001180200.1*RPO21
NM_001180199.1,NM_001180199.1*SCM3
NM_001180195.1,NM_001180195.1*RDI1
NM_001180193.1,NM_001180193.1*PPH21
NM_001180194.1,NM_001180194.1*RPL41B
NM_001180185.1,NM_001180185.1*CDC48
NM_001180184.1,NM_001180184.1*HNT1
NM_001180180.1,NM_001180180.1*YDL121C
NM_001180178.1,NM_001180178.1*HEM25
NM_001180174.1,NM_001180174.1*IWR1
NM_001180172.1,NM_001180172.1*ATG20
NM_001180170.1,NM_001180170.1*RRP42
NM_001180169.1,NM_001180169.1*TMA17
NM_001180168.1,NM_001180168.1*YDL109C
NM_001180165.1,NM_001180165.1*PHO2
NM_001180163.1,NM_001180163.1*QRI7
NM_001180162.1,NM_001180162.1*QRI1
NM_001180160.1,NM_001180160.1*DUN1
NM_001180159.1,NM_001180159.1*GET3
NM_001180157.1,NM_001180157.1*SNU23
NM_001180156.1,NM_001180156.1*RPN6
NM_001180150.1,NM_001180150.1*UBX3
NM_001180149.1,NM_001180149.1*RAM1
NM_001180147.1,NM_001180147.1*ASM4
NM_001180146.1,NM_001180146.1*LUC7
NM_001184455.1,NM_001184455.1*YDL085C-A
NM_001180142.1,NM_001180142.1*RPS16B
NM_001180140.1,NM_001180140.1*RPP1A
NM_001180139.1,NM_001180139.1*THI3
NM_001180138.1,NM_001180138.1*MRK1
NM_001180137.1,NM_001180137.1*MDH3
NM_001180136.1,NM_001180136.1*VAM6
NM_001180135.1,NM_001180135.1*RXT3
